Last,Brett,Kode,Art,Vernalisering,Antall planter,Når registrert, comment,,
26,4,26-04,Urtica urens,FV,2,5/18/2015,,,
27,4,27-04,Cardamine hirsuta,EV,16,1/7/2016,,,
27,4,27-04,Cardamine hirsuta,EV,1,4/4/2016,,,
28,4,28-04,Cardamine hirsuta,EV,2,1/7/2016,,,
28,4,28-04,Cardamine hirsuta,EV,1,1/27/2016,,,
28,4,28-04,Cardamine hirsuta,FV,34,5/18/2015,,,
28,4,28-04,Cardamine hirsuta,FV,11,5/26/2015,,,
28,4,28-04,Cardamine hirsuta,FV,1,6/2/2015,,,
28,4,28-04,Cardamine hirsuta,FV,1,6/12/2015,,,
28,4,28-04,Cardamine hirsuta,FV,1,7/9/2015,,,
28,4,28-04,Cardamine hirsuta,FV,2,8/25/2015,,,
28,4,28-04,Draba muralis,EV,1,1/27/2016,,,
28,4,28-04,Euphorbia peplus,FV,2,5/28/2015,,,
28,4,28-04,Euphorbia peplus,FV,1,6/17/2015,,,
28,4,28-04,Euphorbia peplus,FV,2,7/2/2015,,,
28,4,28-04,Euphorbia serpens,FV,1,7/9/2015,,,
28,4,28-04,Oxalis corniculata,FV,2,5/26/2015,,,
28,4,28-04,Oxalis corniculata,FV,1,8/25/2015,,,
28,4,28-04,Poa annua,EV,3,1/7/2016,,,
28,4,28-04,Radiola linoides,EV,1,2/22/2016,,,
28,4,28-04,Sonchus oleraceus,FV,1,5/26/2015,,,
28,4,28-04,Sonchus oleraceus,FV,1,6/12/2015,,,
28,4,28-04,Stellaria media,FV,1,8/25/2015,,,
28,4,28-04,Stellaria media,EV,28,1/7/2016,,,
28,4,28-04,Stellaria media,EV,4,1/27/2016,,,
28,4,28-04,Stellaria media,EV,4,3/29/2016,,,
28,4,28-04,Veronica peregrina,EV,35,1/27/2016,,,
28,4,28-04,Veronica peregrina,EV,4,3/15/2016,,,
28,4,28-04,Veronica peregrina,EV,2,3/29/2016,,,
28,4,28-04,Veronica peregrina,EV,2,3/29/2016,,,
28,4,28-04,Veronica peregrina,EV,2,4/4/2016,,,
29,4,29-04,Cardamine hirsuta,EV,11,1/8/2016,,,
29,4,29-04,Cardamine hirsuta,EV,19,1/27/2016,,,
29,4,29-04,Cardamine hirsuta,EV,1,2/16/2016,,,
29,4,29-04,Epilobium ciliatum,FV,1,6/12/2015,,,
30,4,30-04,Betula pendula,FV,1,6/12/2015,,,
30,4,30-04,Cardamine hirsuta,EV,2,1/7/2016,,,
30,4,30-04,Cardamine hirsuta,EV,3,1/27/2016,,,
30,4,30-04,Cardamine hirsuta,EV,3,2/16/2016,,,
30,4,30-04,Cardamine hirsuta,EV,4,3/15/2016,,,
30,4,30-04,Cardamine hirsuta,EV,4,3/29/2016,,,
30,4,30-04,Cardamine hirsuta,EV,1,4/4/2016,,,
30,4,30-04,Cardamine hirsuta,FV,1,5/28/2015,,,
30,4,30-04,Euphorbia maculata,FV,1,6/12/2015,,,
1,5,1-05,Cardamine hirsuta,FV,1,5/13/2014,,,
1,5,1-05,Cardamine hirsuta,FV,1,7/2/2014,,,
1,5,1-05,Cardamine hirsuta,FV,3,7/17/2014,,,
1,5,1-05,Cardamine hirsuta,EV,1,1/15/2015,,,
1,5,1-05,Cerastium glomeratum,FV,25,4/29/2014,,,
1,5,1-05,Cerastium glomeratum,FV,1,5/13/2014,,,
1,5,1-05,Cerastium glomeratum,FV,4,7/2/2014,,,
1,5,1-05,Cerastium glomeratum,FV,1,7/17/2014,,,
1,5,1-05,Cerastium glomeratum,EV,2,1/15/2015,,,
1,5,1-05,Poa annua,FV,3,5/13/2014,,,
1,5,1-05,Sagina procumbens,FV,4,6/12/2014,,,
1,5,1-05,Sagina procumbens,FV,75,6/27/2014,,,
1,5,1-05,Sagina procumbens,FV,37,7/17/2014,,,
1,5,1-05,Sagina procumbens,EV,1,1/15/2015,,,
2,5,2-05,Betula pendula,FV,1,6/12/2014,,,
2,5,2-05,Calamagrostis phragmitoides,FV,5,6/27/2014,,,
2,5,2-05,Cardamine hirsuta,FV,11,4/29/2014,,,
2,5,2-05,Cardamine hirsuta,FV,3,5/13/2014,,,
2,5,2-05,Cardamine hirsuta,FV,1,6/12/2014,,,
2,5,2-05,Cardamine hirsuta,FV,9,7/17/2014,,,
2,5,2-05,Cardamine hirsuta,EV,5,1/15/2015,,,
2,5,2-05,Cerastium glomeratum,FV,3,5/13/2014,,,
2,5,2-05,Cerastium glomeratum,EV,1,1/15/2015,,,
2,5,2-05,Poa annua,FV,2,7/17/2014,,,
2,5,2-05,Sagina procumbens,FV,1,6/27/2014,,,
2,5,2-05,Sagina procumbens,FV,2,7/17/2014,,,
2,5,2-05,Sagina procumbens,EV,1,1/15/2015,,,
2,5,2-05,Sonchus oleraceus,FV,3,5/13/2014,,,
3,5,3-05,Echinochloa crus-galli,FV,1,5/13/2014,,,
3,5,3-05,Gnaphalium uliginosum ,FV,1,5/13/2014,,,
3,5,3-05,Juncus filiformis,FV,1,6/27/2014,,,
3,5,3-05,Rumex acetosella ssp. acetosella,FV,2,5/13/2014,,,
3,5,3-05,Rumex acetosella ssp. acetosella,FV,1,6/27/2014,,,
4,5,4-05,Poa annua,FV,13,7/2/2014,,,
4,5,4-05,Poa annua,FV,3,7/17/2014,,,
5,5,5-05,Epilobium ciliatum,FV,1,7/18/2014,,,
5,5,5-05,Portulaca oleracea ssp. sativa,FV,1,5/13/2014,,,
5,5,5-05,Stellaria media,EV,1,1/15/2015,,,
6,5,6-05,Coronopus didymus,FV,6,5/13/2014,,,
6,5,6-05,Euphorbia chamaesyce,FV,1,9/5/2014,,,
6,5,6-05,Euphorbia maculata,FV,3,5/13/2014,,,
6,5,6-05,Portulaca oleracea ssp. sativa,FV,3,5/13/2014,,,
7,5,7-05,Cardamine hirsuta,EV,3,1/15/2015,,,
7,5,7-05,Chenopodium album,FV,1,4/29/2014,,,
8,5,8-05,Chenopodium album,FV,19,4/29/2014,,,
8,5,8-05,Chenopodium album,FV,1,6/12/2014,,,
8,5,8-05,Poa annua,FV,14,5/13/2014,,,
8,5,8-05,Poa annua,FV,8,7/17/2014,,,
8,5,8-05,Poa annua,EV,1,1/15/2015,,,
8,5,8-05,Stellaria media,FV,1,4/29/2014,,,
8,5,8-05,Stellaria media,FV,1,7/17/2014,,,
10,5,10-05,Cardamine hirsuta,FV,1,6/12/2014,,,
10,5,10-05,Cardamine hirsuta,EV,1,1/15/2015,,,
10,5,10-05,Poa annua,FV,1,7/17/2014,,,
10,5,10-05,Rubus idaeus,FV,1,6/12/2014,,,
11,5,11-05,Cardamine hirsuta,FV,6,6/12/2014,,,
11,5,11-05,Cardamine hirsuta,FV,9,6/27/2014,,,
11,5,11-05,Cardamine hirsuta,FV,50,7/2/2014,,,
11,5,11-05,Cardamine hirsuta,FV,13,7/17/2014,,,
11,5,11-05,Cardamine hirsuta,EV,3,1/15/2015,,,
11,5,11-05,Euphorbia prostrata,FV,1,6/27/2014,,,
11,5,11-05,Euphorbia prostrata,FV,1,6/27/2014,,,
11,5,11-05,Juncus bufonius,EV,1,10/6/2015,Det som var satt til side for blomstring,,
11,5,11-05,Stellaria media,EV,1,1/15/2015,,,
12,5,12-05,Cardamine hirsuta,EV,1,1/15/2015,,,
13,5,13-05,Cardamine hirsuta,FV,1,6/12/2014,,,
13,5,13-05,Cardamine hirsuta,FV,2,6/27/2014,,,
13,5,13-05,Cardamine hirsuta,FV,2,7/17/2014,,,
13,5,13-05,Cardamine hirsuta,EV,3,1/15/2015,,,
13,5,13-05,Chenopodium album,FV,13,6/12/2014,,,
13,5,13-05,Chenopodium album,FV,1,6/27/2014,,,
13,5,13-05,Oxalis corniculata,FV,2,7/17/2014,,,
13,5,13-05,Persicaria maculosa,FV,1,6/27/2014,,,
13,5,13-05,Poa annua,FV,1,6/12/2014,,,
13,5,13-05,Poa annua,FV,1,7/17/2014,,,
13,5,13-05,Senecio vulgaris,FV,8,6/12/2014,,,
13,5,13-05,Solanum nigrum ssp.  nigrum,FV,3,6/12/2014,,,
14,5,14-05,Cardamine hirsuta,FV,6,6/12/2014,,,
14,5,14-05,Cardamine hirsuta,FV,1,6/27/2014,,,
14,5,14-05,Cardamine hirsuta,FV,1,7/2/2014,,,
14,5,14-05,Sagina procumbens,FV,5,7/17/2014,,,
15,5,15-05,Amaranthus blitum,FV,8,6/27/2014,,,
15,5,15-05,Amaranthus cf. hybridus,FV,1,7/18/2014,,,
15,5,15-05,Amaranthus sp.,FV,1,7/17/2014,,,
15,5,15-05,Cardamine hirsuta,FV,1,6/12/2014,,,
15,5,15-05,Cardamine hirsuta,FV,2,7/17/2014,,,
15,5,15-05,Euphorbia maculata,FV,1,6/27/2014,,,
15,5,15-05,Euphorbia prostrata,FV,1,6/27/2014,,,
15,5,15-05,Oxalis corniculata,FV,2,7/17/2014,,,
15,5,15-05,Poa annua,FV,1,7/17/2014,,,
15,5,15-05,Poa annua,EV,2,1/15/2015,,,
15,5,15-05,Senecio vulgaris,EV,1,1/15/2015,,,
15,5,15-05,Sonchus oleraceus,FV,1,6/27/2014,,,
16,5,16-05,Cardamine hirsuta,FV,2,6/12/2014,,,
16,5,16-05,Cardamine hirsuta,FV,2,6/27/2014,,,
16,5,16-05,Cardamine hirsuta,FV,2,6/27/2014,,,
16,5,16-05,Cardamine hirsuta,FV,5,7/2/2014,,,
16,5,16-05,Cardamine hirsuta,FV,1,7/17/2014,,,
16,5,16-05,Epilobium ciliatum ,FV,1,7/2/2014,,,
16,5,16-05,Euphorbia prostrata,FV,1,6/27/2014,,,
16,5,16-05,Oxalis corniculata,FV,1,7/17/2014,,,
16,5,16-05,Poa annua,FV,2,7/2/2014,,,
16,5,16-05,Poa annua,FV,4,7/17/2014,,,
16,5,16-05,Poa annua,EV,1,1/15/2015,,,
16,5,16-05,Stellaria media,FV,1,7/2/2014,,,
16,5,16-05,Stellaria media,EV,1,1/15/2015,,,
16,5,16-05,Veronica peregrina,EV,2,1/15/2015,,,
18,5,18-05,Cardamine hirsuta,FV,87,6/12/2014,,,
18,5,18-05,Cardamine hirsuta,FV,10,6/27/2014,,,
18,5,18-05,Cardamine hirsuta,FV,6,7/17/2014,,,
18,5,18-05,Cardamine hirsuta,EV,6,1/15/2015,,,
18,5,18-05,Cerastium glomeratum,FV,2,7/17/2014,,,
18,5,18-05,Epilobium ciliatum,FV,1,6/12/2014,,,
18,5,18-05,Poa annua,FV,2,6/12/2014,,,
18,5,18-05,Poa annua,FV,2,6/27/2014,,,
18,5,18-05,Poa annua,FV,4,7/17/2014,,,
18,5,18-05,Poa annua,EV,1,1/15/2015,,,
18,5,18-05,Senecio vulgaris,FV,2,6/12/2014,,,
19,5,19-05,Cardamine hirsuta,FV,2,6/12/2014,,,
19,5,19-05,Cardamine hirsuta,FV,1,6/27/2014,,,
19,5,19-05,Cardamine hirsuta,EV,1,1/15/2015,,,
19,5,19-05,Oxalis corniculata,FV,1,6/12/2014,,,
20,5,20-05,Cardamine hirsuta,EV,2,1/15/2015,,,
20,5,20-05,Festuca rubra,FV,1,11/24/2014,,,
21,5,21-05,Cardamine hirsuta,FV,3,6/12/2014,,,
21,5,21-05,Cardamine hirsuta,FV,3,6/27/2014,,,
21,5,21-05,Cardamine hirsuta,EV,4,1/15/2015,,,
21,5,21-05,Chenopodium album,FV,1,6/12/2014,,,
21,5,21-05,Poa annua,FV,2,6/12/2014,,,
21,5,21-05,Rorippa palustris,FV,1,6/27/2014,,,
21,5,21-05,Senecio vulgaris,FV,3,6/12/2014,,,
22,5,22-05,Cardamine hirsuta,FV,2,7/17/2014,,,
23,5,23-05,sonchus oleraceus,FV,1,7/17/2014,,,
24,5,24-05,Cardamine hirsuta,EV,2,1/7/2016,,,
24,5,24-05,Cerastium glomeratum,EV,1,1/7/2016,,,
24,5,24-05,Conyza canadensis,FV,1,6/17/2015,,,
24,5,24-05,Poa annua,FV,8,5/20/2015,,,
24,5,24-05,Sagina procumbens,FV,3,6/2/2015,,,
24,5,24-05,Sagina procumbens,FV,13,6/17/2015,,,
24,5,24-05,Sagina procumbens,FV,1,7/9/2015,,,
24,5,24-05,Sagina procumbens,FV,4,8/25/2015,,,
24,5,24-05,Sagina procumbens,EV,3,1/27/2016,,,
24,5,24-05,Sagina procumbens,EV,1,2/16/2016,,,
24,5,24-05,Sagina procumbens,EV,1,3/15/2016,,,
24,5,24-05,Sagina procumbens,EV,1,3/29/2016,,,
25,5,25-05,Cardamine hirsuta,EV,6,1/27/2016,,,
25,5,25-05,Cardamine hirsuta,EV,2,1/27/2016,,,
25,5,25-05,Cardamine hirsuta,EV,5,3/1/2016,,,
25,5,25-05,Cardamine hirsuta,EV,13,3/15/2016,,,
25,5,25-05,Cardamine hirsuta,EV,8,3/29/2016,,,
25,5,25-05,Cardamine hirsuta,EV,1,4/4/2016,,,
25,5,25-05,Cardamine hirsuta,FV,69,5/13/2015,,,
25,5,25-05,Cardamine hirsuta,FV,4,5/20/2015,,,
25,5,25-05,Cardamine hirsuta,FV,3,5/28/2015,,,
25,5,25-05,Cardamine hirsuta,FV,3,6/12/2015,,,
25,5,25-05,Cardamine hirsuta,FV,3,6/25/2015,,,
26,5,26-05,Cardamine hirsuta,EV,2,1/7/2016,,,
26,5,26-05,Chenopodium album,FV,6,5/18/2015,,,
26,5,26-05,Fallopia convolvolus,FV,2,5/18/2015,,,
26,5,26-05,Poa annua,EV,2,1/7/2016,,,
26,5,26-05,Stellaria media,FV,2,5/18/2015,,,
26,5,26-05,Stellaria media,FV,1,6/25/2015,,,
26,5,26-05,Stellaria media,FV,2,8/25/2015,,,
27,5,27-05,Amaranthus viridis,FV,1,6/25/2015,,,
27,5,27-05,Cardamine hirsuta,EV,44,1/7/2016,,,
27,5,27-05,Cardamine hirsuta,EV,2,2/16/2016,,,
27,5,27-05,Cardamine hirsuta,EV,1,4/4/2016,,,
27,5,27-05,Juncus conglomeratus,FV,1,8/25/2015,,,
27,5,27-05,Sagina procumbens,EV,1,4/4/2016,,,
27,5,27-05,Solanum nigrum ssp.  nigrum,FV,1,7/9/2015,,,
27,5,27-05,Sonchus oleraceus,FV,1,5/26/2015,,,
28,5,28-05,Cardamine hirsuta,EV,1,1/7/2016,,,
28,5,28-05,Cardamine hirsuta,FV,2,5/18/2015,,,
28,5,28-05,Cardamine hirsuta,FV,1,5/26/2015,,,
28,5,28-05,Oxalis corniculata,FV,1,5/26/2015,,,
28,5,28-05,Poa annua,FV,1,8/25/2015,,,
28,5,28-05,Poa annua,EV,1,1/7/2016,,,
28,5,28-05,Stellaria media,FV,3,5/18/2015,,,
28,5,28-05,Stellaria media,FV,2,6/2/2015,,,
28,5,28-05,Stellaria media,FV,2,6/12/2015,,,
28,5,28-05,Stellaria media,FV,2,8/25/2015,,,
28,5,28-05,Stellaria media,EV,49,1/7/2016,,,
28,5,28-05,Stellaria media,EV,2,1/27/2016,,,
28,5,28-05,Stellaria media,EV,1,3/29/2016,,,
29,5,29-05,Cardamine hirsuta,EV,53,1/27/2016,,,
29,5,29-05,Cardamine hirsuta,EV,12,2/16/2016,,,
29,5,29-05,Cardamine hirsuta,EV,4,3/1/2016,,,
29,5,29-05,Cardamine hirsuta,EV,2,3/15/2016,,,
29,5,29-05,Cardamine hirsuta,EV,2,3/29/2016,,,
29,5,29-05,Cardamine hirsuta,EV,1,4/4/2016,,,
30,5,30-05,Betula pendula,FV,1,6/2/2015,,,
30,5,30-05,Cardamine hirsuta,EV,9,1/8/2016,,,
30,5,30-05,Cardamine hirsuta,EV,5,1/27/2016,,,
30,5,30-05,Cardamine hirsuta,EV,3,2/16/2016,,,
30,5,30-05,Cardamine hirsuta,EV,19,3/15/2016,,,
30,5,30-05,Cardamine hirsuta,EV,6,3/29/2016,,,
30,5,30-05,Cardamine hirsuta,EV,2,4/4/2016,,,
30,5,30-05,Cardamine hirsuta,FV,3,5/26/2015,,,
30,5,30-05,Cardamine hirsuta,FV,1,8/25/2015,,,
30,5,30-05,Poa annua,FV,1,6/12/2015,,,
30,5,30-05,Poa annua,FV,1,7/9/2015,,,
30,5,30-05,Sagina procumbens,FV,19,5/26/2015,,,
30,5,30-05,Sagina procumbens,FV,13,6/2/2015,,,
30,5,30-05,Sagina procumbens,FV,1,6/12/2015,,,
30,5,30-05,Sagina procumbens,FV,1,6/12/2015,,,
30,5,30-05,Sagina procumbens,FV,1,6/17/2015,,,
30,5,30-05,Sagina procumbens,EV,14,1/8/2016,,,
30,5,30-05,Sagina procumbens,EV,6,1/27/2016,,,
30,5,30-05,Sagina procumbens,EV,5,2/16/2016,,,
30,5,30-05,Sagina procumbens,EV,5,3/15/2016,,,
30,5,30-05,Sagina procumbens,EV,15,3/29/2016,,,
30,5,30-05,Sagina procumbens,EV,1,4/4/2016,,,
30,5,30-05,Senecio vulgaris,FV,1,5/20/2015,,,
31,5,31-05,Cardamine hirsuta,EV,15,1/7/2016,,,
31,5,31-05,Chenopodiastrum murale,FV,3,8/25/2015,,,
31,5,31-05,Chenopodiastrum murale,EV,2,2/16/2016,,,
31,5,31-05,Chenopodium album,FV,11,5/18/2015,,,
31,5,31-05,Chenopodium album,FV,2,5/20/2015,,,
31,5,31-05,Conyza canadensis,EV,1,1/27/2016,,,
31,5,31-05,Epilobium hirsutum,FV,1,8/25/2015,,,
31,5,31-05,Euphorbia serpens,FV,1,8/25/2015,,,
31,5,31-05,Stellaria media,FV,1,8/25/2015,,,
25,7,25-07,Cardamine hirsuta,FV,27,8/25/2015,,,
25,7,25-07,Poa annua,FV,1,8/25/2015,,,
25,7,25-07,Senecio vulgaris,FV,1,8/25/2015,,,
29,2,29-02,Cardamine hirsuta,EV,19,1/7/2016,,,
29,2,29-02,Cardamine hirsuta,EV,10,1/27/2016,,,
29,2,29-02,Cardamine hirsuta,EV,1,2/16/2016,,,
29,2,29-02,Cardamine hirsuta,FV,1,5/28/2015,,,
29,2,29-02,Cardamine hirsuta,FV,2,8/25/2015,,,
29,2,29-02,Cardamine hirsuta,FV,2,8/25/2015,,,
29,2,29-02,Poa annua,FV,1,6/12/2015,,,
29,2,29-02,Senecio vulgaris,FV,1,5/18/2015,,,
29,2,29-02,Stellaria media,EV,1,1/27/2016,,,
30,2,30-02,Cardamine hirsuta,EV,29,1/7/2016,,,
30,2,30-02,Cardamine hirsuta,EV,13,1/27/2016,,,
30,2,30-02,Cardamine hirsuta,EV,3,1/27/2016,,,
30,2,30-02,Cardamine hirsuta,EV,1,1/27/2016,,,
30,2,30-02,Cardamine hirsuta,EV,11,2/16/2016,,,
30,2,30-02,Cardamine hirsuta,EV,2,3/15/2016,,,
30,2,30-02,Cardamine hirsuta,EV,2,3/29/2016,,,
30,2,30-02,Cardamine hirsuta,EV,2,4/4/2016,,,
30,2,30-02,Cardamine hirsuta,FV,1,5/20/2015,,,
30,2,30-02,Cardamine hirsuta,FV,1,5/26/2015,,,
30,2,30-02,Cardamine hirsuta,FV,1,6/12/2015,,,
30,2,30-02,Cardamine hirsuta,FV,3,6/17/2015,,,
30,2,30-02,Cardamine hirsuta,FV,2,6/25/2015,,,
30,2,30-02,Cardamine hirsuta,FV,1,7/9/2015,,,
30,2,30-02,Cirsium arvensis,FV,1,6/25/2015,,,
30,2,30-02,Sagina procumbens,FV,7,5/26/2015,,,
30,2,30-02,Sagina procumbens,FV,5,5/28/2015,,,
30,2,30-02,Sagina procumbens,FV,9,6/12/2015,,,
30,2,30-02,Sagina procumbens,FV,2,6/17/2015,,,
30,2,30-02,Sagina procumbens,FV,2,7/9/2015,,,
30,2,30-02,Sagina procumbens,FV,1,7/9/2015,,,
30,2,30-02,Sagina procumbens,EV,53,1/7/2016,,,
30,2,30-02,Sagina procumbens,EV,160,1/8/2016,,,
30,2,30-02,Sagina procumbens,EV,35,1/27/2016,,,
30,2,30-02,Sagina procumbens,EV,5,1/27/2016,,,
30,2,30-02,Sagina procumbens,EV,8,2/16/2016,,,
30,2,30-02,Sagina procumbens,EV,2,3/1/2016,,,
30,2,30-02,Sagina procumbens,EV,35,4/4/2016,,,
31,2,31-02,Arabis thaliana,EV,1127,1/8/2016,Tallet stemmer!,,
31,2,31-02,Arabis thaliana,FV,2,8/25/2015,,,
31,2,31-02,Arabis thaliana,FV,1,8/25/2015,,,
31,2,31-02,Arabis thaliana,EV,76,1/27/2016,,,
31,2,31-02,Arabis thaliana,EV,8,1/27/2016,,,
31,2,31-02,Arabis thaliana,EV,23,2/16/2016,,,
31,2,31-02,Arabis thaliana,EV,28,3/1/2016,,,
31,2,31-02,Arabis thaliana,EV,61,3/15/2016,,,
31,2,31-02,Arabis thaliana,EV,33,3/29/2016,,,
31,2,31-02,Arabis thaliana,EV,19,4/4/2016,,,
31,2,31-02,Arabis thaliana,EV,1,4/4/2016,,,
31,2,31-02,Cardamine hirsuta,EV,4,1/7/2016,,,
31,2,31-02,Cardamine hirsuta,EV,14,1/8/2016,,,
31,2,31-02,Cardamine hirsuta,EV,2,2/16/2016,,,
31,2,31-02,Cardamine hirsuta,EV,4,3/29/2016,,,
31,2,31-02,Cardamine hirsuta,EV,2,3/29/2016,,,
31,2,31-02,Cardamine hirsuta,EV,3,4/4/2016,,,
31,2,31-02,Cardamine hirsuta,FV,1,5/20/2015,,,
31,2,31-02,Chenopodium album,FV,23,5/18/2015,,,
31,2,31-02,Chenopodium album,FV,2,5/26/2015,,,
31,2,31-02,Chenopodium album,EV,1,1/7/2016,,,
31,2,31-02,Chenopodium album,FV,2,5/20/2015,,,
31,2,31-02,Conyza canadensis,FV,1,6/12/2015,,,
31,2,31-02,Conyza canadensis,FV,1,6/17/2015,,,
31,2,31-02,Conyza canadensis,FV,1,7/9/2015,,,
31,2,31-02,Conyza canadensis,FV,2,7/9/2015,,,
31,2,31-02,Conyza canadensis,FV,1,8/25/2015,,,
31,2,31-02,Fallopia convolvolus,FV,1,5/28/2015,,,
31,2,31-02,Poa annua,FV,2,5/20/2015,,,
31,2,31-02,Poa annua,FV,1,6/17/2015,,,
31,2,31-02,Poa annua,FV,1,8/25/2015,,,
31,2,31-02,Sagina procumbens,EV,2,1/27/2016,,,
31,2,31-02,Senecio vulgaris,FV,1,5/20/2015,,,
31,2,31-02,Solanum nigrum ssp.  nigrum,FV,1,7/9/2015,,,
31,4,31-04,Arabis thaliana,FV,1,6/17/2015,,,
31,4,31-04,Cardamine hirsuta,EV,14,1/7/2016,,,
31,4,31-04,Cardamine hirsuta,EV,2,1/27/2016,,,
31,4,31-04,Cardamine hirsuta,EV,1,3/15/2016,,,
31,4,31-04,Chenopodiastrum murale,EV,5,1/27/2016,,,
31,4,31-04,Chenopodium album,FV,2,5/20/2015,,,
31,4,31-04,Cirsium vulgare,FV,1,6/25/2015,,,
31,4,31-04,Conyza canadensis,FV,1,8/25/2015,,,
31,4,31-04,Conyza canadensis,EV,1,1/27/2016,,,
31,4,31-04,Conyza canadensis,EV,2,1/27/2016,,,
31,4,31-04,Conyza canadensis,EV,1,3/1/2016,,,
31,4,31-04,Gnaphalium uliginosum,EV,1,1/27/2016,,,
31,4,31-04,Juncus bufonius,EV,1,3/15/2016,,,
31,4,31-04,Raphanus raphanistrum,FV,1,7/9/2015,,,
31,4,31-04,Raphanus raphanistrum,FV,1,6/25/2015,,,
31,4,31-04,Solanum nigrum ssp.  nigrum,FV,1,5/26/2015,,,
32,1,32-01,Cardamine hirsuta,EV,14,1/7/2016,,,
32,1,32-01,Cardamine hirsuta,EV,3,1/27/2016,,,
32,1,32-01,Cardamine hirsuta,FV,1,5/28/2015,,,
32,1,32-01,Cerastium glomeratum,EV,1,1/27/2016,,,
32,1,32-01,Euphorbia serpens,FV,1,8/25/2015,,,
32,1,32-01,Poa annua,FV,1,6/12/2015,,,
32,1,32-01,Sagina procumbens,FV,1,6/2/2015,,,
32,1,32-01,Sagina procumbens,FV,1,6/12/2015,,,
32,1,32-01,Sagina procumbens,EV,3,1/27/2016,,,
32,2,32-02,Cardamine hirsuta,EV,174,1/7/2016,,,
32,2,32-02,Cardamine hirsuta,EV,4,1/27/2016,,,
32,2,32-02,Cardamine hirsuta,EV,1,2/16/2016,,,
32,2,32-02,Cardamine hirsuta,FV,1,5/28/2015,,,
32,2,32-02,Cardamine hirsuta,FV,1,6/12/2015,,,
32,2,32-02,Sagina procumbens,EV,1,1/27/2016,,,
32,3,32-03,Cardamine hirsuta,EV,77,1/7/2016,,,
32,3,32-03,Cardamine hirsuta,EV,4,1/27/2016,,,
32,3,32-03,Cardamine hirsuta,EV,1,3/15/2016,,,
32,3,32-03,Cardamine hirsuta,EV,2,4/4/2016,,,
32,3,32-03,Cardamine hirsuta,EV,1,4/4/2016,,,
32,3,32-03,Cardamine hirsuta,FV,1,5/26/2015,,,
32,3,32-03,Cardamine hirsuta,FV,1,7/9/2015,,,
32,3,32-03,Cardamine hirsuta,FV,1,8/25/2015,,,
32,3,32-03,Chenopodiastrum murale,EV,1,1/27/2016,,,
32,3,32-03,Poa annua,EV,1,4/4/2016,,,
32,3,32-03,Sagina procumbens,FV,11,6/2/2015,,,
32,3,32-03,Sagina procumbens,FV,5,6/12/2015,,,
32,3,32-03,Sagina procumbens,FV,3,7/9/2015,,,
32,3,32-03,Sagina procumbens,FV,1,8/25/2015,,,
32,3,32-03,Sagina procumbens,EV,15,1/7/2016,,,
32,3,32-03,Sagina procumbens,EV,1,2/16/2016,,,
32,3,32-03,Sagina procumbens,EV,1,3/15/2016,,,
32,3,32-03,Sagina procumbens,EV,2,4/4/2016,,,
32,3,32-03,Sagina procumbens,EV,2,4/4/2016,,,
32,4,32-04,Arabis thaliana,EV,2,1/27/2016,,,
32,4,32-04,Cardamine hirsuta,EV,18,1/7/2016,,,
32,4,32-04,Cardamine hirsuta,EV,1,3/15/2016,,,
32,4,32-04,Cardamine hirsuta,EV,2,4/4/2016,,,
32,4,32-04,Cardamine hirsuta,FV,1,6/12/2015,,,
32,4,32-04,Cardamine hirsuta,FV,1,7/9/2015,,,
32,4,32-04,Poa annua,FV,2,6/12/2015,,,
32,4,32-04,Poa annua,FV,1,6/12/2015,,,
32,4,32-04,Poa annua,FV,1,7/9/2015,,,
32,4,32-04,Sagina procumbens,FV,195,6/25/2015,! Veldig mange - og det stemmer!,,
32,4,32-04,Sagina procumbens,FV,64,5/26/2015,,,
32,4,32-04,Sagina procumbens,FV,12,6/2/2015,,,
32,4,32-04,Sagina procumbens,FV,4,7/9/2015,,,
32,4,32-04,Sagina procumbens,FV,5,8/25/2015,,,
32,4,32-04,Sagina procumbens,EV,28,1/7/2016,,,
32,4,32-04,Sagina procumbens,EV,14,1/27/2016,,,
32,4,32-04,Sagina procumbens,EV,6,3/1/2016,,,
32,4,32-04,Sagina procumbens,EV,5,4/4/2016,,,
32,4,32-04,Sonchus asper,FV,2,6/12/2015,,,
32,5,32-05,Alnus incana,FV,1,7/9/2015,,,
32,5,32-05,Cardamine hirsuta,EV,4,1/7/2016,,,
32,5,32-05,Cardamine hirsuta,EV,4,2/16/2016,,,
32,5,32-05,Cardamine hirsuta,EV,5,3/15/2016,,,
32,5,32-05,Cardamine hirsuta,EV,2,3/29/2016,,,
32,5,32-05,Sagina procumbens,EV,1,3/15/2016,,,
32,5,32-05,Sagina procumbens,EV,5,3/29/2016,,,
33,1,33-01,Cardamine hirsuta,EV,18,1/7/2016,725,,
33,1,33-01,Cardamine hirsuta,EV,6,1/27/2016,,,
33,1,33-01,Cardamine hirsuta,EV,1,2/16/2016,,,
33,1,33-01,Cardamine hirsuta,EV,9,3/15/2016,,,
33,1,33-01,Cardamine hirsuta,EV,1,3/29/2016,,,
33,1,33-01,Cardamine hirsuta,EV,9,4/4/2016,,,
33,1,33-01,Cardamine hirsuta,FV,1,6/12/2015,,,
33,1,33-01,Chenopodium album,FV,1,5/26/2015,,,
